Train,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Rajdhani_Express,3/04/2019,Delhi,Cochin,DEL → COK,21:05,00:20 04 Apr,3h 15m,non-stop,No info,502
Shatabdi_Express,3/05/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,423
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 28 May,17h 5m,2 stops,No info,1512
Tejas_Express,01/03/2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,2152
Rajdhani_Express,3/03/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,767
Rajdhani_Express,18/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,482
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,1519
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1 stop,No info,1478
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,480
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 02 Jun,23h 35m,1 stop,In-flight meal not included,1026
Rajdhani_Express,15/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,750
Rajdhani_Express,15/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,801
Rajdhani_Express,9/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,404
Vande_Bharat_Express,03/03/2019,Banglore,New Delhi,BLR → CCU → DEL,05:50,12:55,7h 5m,1 stop,No info,1238
Humsafar_Express,12/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,359
Sampark_Kranti_Express,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 16 May,14h,1 stop,No info,1372
Rajdhani_Express,1/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,567
Sampark_Kranti_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,767
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,1084
Rajdhani_Express,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 02 Apr,25h 45m,1 stop,In-flight meal not included,706
Sampark_Kranti_Express,3/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,893
Garib_Rath,1/04/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,428
Rajdhani_Express,21/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,482
Rajdhani_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 10 May,21h 20m,1 stop,In-flight meal not included,1237
Rajdhani_Express,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,20:20,13h 20m,1 stop,In-flight meal not included,1108
Rajdhani_Express,3/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 04 Jun,6h 35m,1 stop,No info,1607
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,560
Humsafar_Express,9/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,275
Rajdhani_Express,27/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 28 Jun,5h 35m,1 stop,In-flight meal not included,1289
Sampark_Kranti_Express,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,1560
Rajdhani_Express,12/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,417
Rajdhani_Express,24/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,614
Rajdhani_Express,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,1478
Rajdhani_Express,15/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 16 Jun,5h 45m,1 stop,No info,619
Rajdhani_Express,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 07 May,25h 45m,1 stop,In-flight meal not included,858
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 02 Mar,2h 50m,non-stop,No info,1193
Vande_Bharat_Express,15/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25 16 May,22h 25m,2 stops,No info,1442
Rajdhani_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,1858
Rajdhani_Express,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 13 May,7h 30m,1 stop,No info,1394
Rajdhani_Express,6/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,722
Humsafar_Express,15/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,387
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,1471
Garib_Rath,24/03/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:25,22:55,7h 30m,2 stops,No info,1124
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 28 May,14h 5m,1 stop,No info,610
Rajdhani_Express,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:20,14h 45m,1 stop,No info,709
Rajdhani_Express,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:45 25 Mar,22h 15m,1 stop,In-flight meal not included,1003
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,12:00,6h 15m,1 stop,No info,1394
Sampark_Kranti_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 25 Jun,6h 30m,1 stop,No info,719
Humsafar_Express,24/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,387
Vande_Bharat_Express,12/03/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,574
Vande_Bharat_Express,15/06/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,310
Vande_Bharat_Express,6/05/2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1 stop,No info,899
Sampark_Kranti_Express,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,910
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,09:30 02 Mar,14h 50m,1 stop,1 Long layover,3182
Rajdhani_Express,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 16 May,17h 35m,1 stop,No info,1478
Rajdhani_Express,18/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,722
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 02 Mar,2h 50m,non-stop,No info,1006
Rajdhani_Express,9/04/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 Apr,18h 45m,2 stops,No info,1090
Rajdhani_Express,27/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,480
Rajdhani_Express,1/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,405
Rajdhani_Express,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 16 May,27h 10m,1 stop,No info,1415
Humsafar_Express,1/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,384
Rajdhani_Express,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,1478
Tejas_Express,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6h 25m,1 stop,No info,987
Vande_Bharat_Express,27/05/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,No info,890
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,07:40 02 Mar,8h 50m,1 stop,No info,2689
Shatabdi_Express,15/04/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,619
Rajdhani_Express,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5h 5m,1 stop,In-flight meal not included,783
Uday_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,15:30,6h 35m,1 stop,No info,1126
Tejas_Express,24/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,non-stop,No info,561
Rajdhani_Express,1/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,428
Tejas_Express,6/05/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,466
Vande_Bharat_Express,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,1519
Rajdhani_Express,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,989
Shatabdi_Express,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,394
Rajdhani_Express,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,08:15 16 Mar,23h 20m,1 stop,In-flight meal not included,1040
Sampark_Kranti_Express,9/06/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,01:30 10 Jun,13h 55m,3 stops,No info,1541
Sampark_Kranti_Express,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10h 25m,1 stop,No info,1513
Uday_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,1336
Rajdhani_Express,27/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,1880
Garib_Rath,9/05/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 10 May,10h 25m,1 stop,No info,675
Vande_Bharat_Express,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55 10 May,12h 25m,1 stop,No info,1020
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,21:20,14h 20m,1 stop,No info,2799
Vande_Bharat_Express,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,19:15,12h 5m,2 stops,No info,1248
Rajdhani_Express,12/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,519
Rajdhani_Express,1/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,722
Vande_Bharat_Express,12/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No info,1272
Vande_Bharat_Express,6/03/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,06:00,09:10 07 Mar,27h 10m,2 stops,No info,1316
Vande_Bharat_Express,15/05/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,18:20,8h 55m,2 stops,No info,836
Sampark_Kranti_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,767
Rajdhani_Express,1/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,722
Tejas_Express,1/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,466
Garib_Rath,9/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 10 Mar,11h,1 stop,No info,832
Rajdhani_Express,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 22 May,15h 40m,1 stop,In-flight meal not included,1289
Rajdhani_Express,6/05/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,422
Rajdhani_Express,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 28 Jun,23h 45m,1 stop,In-flight meal not included,1026
Sampark_Kranti_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,1067
Vande_Bharat_Express,21/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 22 Mar,14h 25m,2 stops,No info,805
Shatabdi_Express,24/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,389
Garib_Rath,12/06/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,380
Rajdhani_Express,3/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,683
Rajdhani_Express,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,1301
Rajdhani_Express,12/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,522
Sampark_Kranti_Express,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 07 Jun,12h 30m,1 stop,No info,1337
Shatabdi_Express,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,663
Garib_Rath,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,519
Rajdhani_Express,18/04/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 19 Apr,2h 50m,non-stop,No info,459
Vande_Bharat_Express,12/05/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,488
Rajdhani_Express,27/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,722
Rajdhani_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 May,8h 40m,1 stop,In-flight meal not included,1237
Vande_Bharat_Express,27/04/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,609
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 13 Jun,15h 40m,1 stop,In-flight meal not included,1026
Rajdhani_Express,9/04/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,1543
Rajdhani_Express,6/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 07 May,2h 50m,non-stop,No info,407
Shatabdi_Express,18/05/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,463
Rajdhani_Express,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,No info,1269
Rajdhani_Express,24/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,348
Sampark_Kranti_Express,18/05/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 19 May,7h 40m,2 stops,No info,1936
Rajdhani_Express,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,08:15 16 Mar,20h 35m,1 stop,In-flight meal not included,913
Sampark_Kranti_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,1358
Rajdhani_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 10 May,25h 30m,1 stop,No info,1555
Rajdhani_Express,09/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,non-stop,No info,722
Rajdhani_Express,6/03/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:20,13h 45m,1 stop,No info,751
Sampark_Kranti_Express,6/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,1358
Rajdhani_Express,9/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,722
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 02 Jun,26h 10m,1 stop,In-flight meal not included,1026
Rajdhani_Express,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,1487
Sampark_Kranti_Express,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,1052
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,644
Rajdhani_Express,21/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,517
Rajdhani_Express,15/05/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,644
Rajdhani_Express,27/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,341
Rajdhani_Express,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,10:25 07 Mar,13h 50m,1 stop,No info,1726
Humsafar_Express,24/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,354
Garib_Rath,12/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,338
Vande_Bharat_Express,24/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 25 Jun,21h 15m,2 stops,No info,918
Rajdhani_Express,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,11:25 13 Mar,16h 30m,1 stop,In-flight meal not included,1108
Rajdhani_Express,18/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,722
Sampark_Kranti_Express,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,19:15,14h 30m,1 stop,No info,1124
Rajdhani_Express,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,23:00,16h,1 stop,No info,1673
Rajdhani_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 25 Jun,10h 55m,1 stop,In-flight meal not included,1026
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,1026
Rajdhani_Express,15/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,567
Sampark_Kranti_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,6h 30m,1 stop,No info,830
Vande_Bharat_Express,18/05/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 19 May,16h 5m,1 stop,No info,769
Rajdhani_Express,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 19 May,23h 10m,2 stops,No info,1670
Vande_Bharat_Express,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,07:40 10 Mar,27h 40m,1 stop,No info,1031
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 28 May,26h 55m,2 stops,No info,1512
Vande_Bharat_Express,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,08:55 25 Mar,25h 55m,1 stop,No info,1217
Vande_Bharat_Express,3/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 04 Apr,16h 5m,1 stop,No info,422
Rajdhani_Express,12/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,394
Rajdhani_Express,1/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,722
Tejas_Express,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,861
Rajdhani_Express,09/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,730
Rajdhani_Express,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,07:40 16 Mar,13h,1 stop,In-flight meal not included,1097
Sampark_Kranti_Express,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,767
Vande_Bharat_Express,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,837
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 02 Jun,10h 30m,1 stop,No info,662
Rajdhani_Express,9/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 10 Jun,23h 35m,1 stop,In-flight meal not included,1026
Rajdhani_Express,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 25 May,16h 50m,1 stop,No info,1417
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,18:50,13h 40m,2 stops,In-flight meal not included,851
Rajdhani_Express,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 25 Jun,22h,2 stops,No info,1337
Tejas_Express,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 13 Jun,17h 45m,1 stop,No info,845
Rajdhani_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,1837
Humsafar_Express,3/04/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,196
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 02 Jun,17h 5m,2 stops,In-flight meal not included,1036
Rajdhani_Express,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 May,21h 35m,1 stop,No info,1146
Rajdhani_Express,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 10 May,12h 10m,1 stop,No info,1478
Vande_Bharat_Express,6/03/2019,Mumbai,Hyderabad,BOM → BLR → HYD,20:15,09:15 07 Mar,13h,1 stop,No info,953
Vande_Bharat_Express,3/04/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,205
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2 stops,In-flight meal not included,1036
Rajdhani_Express,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,1003
Humsafar_Express,21/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,449
Rajdhani_Express,15/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,722
Humsafar_Express,03/03/2019,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7h 55m,1 stop,No info,1140
Rajdhani_Express,27/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,359
Tejas_Express,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 13 Jun,16h 5m,1 stop,No info,792
Humsafar_Express,1/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,417
Vande_Bharat_Express,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,16:15,9h 15m,1 stop,No info,1020
Tejas_Express,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,861
Rajdhani_Express,12/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,576
Rajdhani_Express,1/05/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,564
Rajdhani_Express,3/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,576
Rajdhani_Express,15/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,722
Rajdhani_Express,9/06/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,422
Rajdhani_Express,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,12:05,17:05,5h,1 stop,No info,458
Rajdhani_Express,21/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,499
Rajdhani_Express,1/04/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 02 Apr,19h 5m,1 stop,In-flight meal not included,540
Humsafar_Express,24/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,387
Rajdhani_Express,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,No info,1702
Humsafar_Express,9/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,515
Rajdhani_Express,1/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,804
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,16:20,10h 35m,1 stop,In-flight meal not included,1084
Vande_Bharat_Express,12/05/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,466
Rajdhani_Express,3/04/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,567
Vande_Bharat_Express,12/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,1251
Rajdhani_Express,27/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,801
Humsafar_Express,1/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,354
Rajdhani_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 22 Mar,10h 55m,1 stop,In-flight meal not included,596
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,1478
Rajdhani_Express,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 19 May,27h 35m,1 stop,In-flight meal not included,1237
Rajdhani_Express,1/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,321
Rajdhani_Express,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,18:25,12h 40m,1 stop,In-flight meal not included,913
Rajdhani_Express,6/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2 stops,In-flight meal not included,1091
Rajdhani_Express,1/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,457
Rajdhani_Express,15/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,560
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,1415
Vande_Bharat_Express,6/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 07 May,19h 55m,2 stops,No info,1015
Tejas_Express,18/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,540
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,614
Rajdhani_Express,27/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,480
Sampark_Kranti_Express,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,19:15,10h 20m,1 stop,No info,837
